timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1530701809473,2147,POST - Class Set_TC-35,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,774,769,1,1,2147,0,1727
1530701809471,2147,[TC] - data-feed-configurator-controller_TC-35,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,774,769,1,1,2147,102,1727
1530701811722,1116,POST - Class Set_TC-37,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,995,850,1,1,1115,0,500
1530701811721,1116,[TC] - data-feed-configurator-controller_TC-37,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,995,850,1,1,1115,11,500
1530701812850,604,POST - Class Set_TC-38,200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,213,772,1,1,604,0,0
1530701812849,604,[TC] - data-feed-configurator-controller_TC-38,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,213,772,1,1,604,19,0
1530701813475,592,POST - Class Set_TC-140,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,533,769,1,1,591,0,0
1530701813473,592,[TC] - data-feed-configurator-controller_TC-140,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,533,769,1,1,591,12,0
1530702129127,1172,POST - Data Term_TC-20_01,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,454,597,1,1,1171,0,740
1530702129124,1172,[TC] - data-feed-configurator-controller_TC-20_01,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,454,597,1,1,1171,98,740
