timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528200739403,537,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,351,332,1,1,537,0,265
1528200739990,277,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,438,424,1,1,277,0,0
1528200740279,0,Debug Sampler,200,OK,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,false,"javax.script.ScriptException: groovy.json.JsonException: Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'J' with an int value of 74
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
JMeterVariables:
^",730,0,1,1,0,0,0
1528200739402,814,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,,"Number of samples in transaction : 8, number of failing samples : 1",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,false,,1519,756,1,1,814,71,265
1528200940968,675,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,352,332,1,1,675,0,398
1528200941677,282,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,438,424,1,1,282,0,0
1528200940968,957,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,200,"Number of samples in transaction : 5, number of failing samples : 0",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,true,,790,756,1,1,957,43,398
1528201772452,566,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,352,332,1,1,566,0,287
1528201773045,284,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,438,424,1,1,284,0,0
1528201772451,850,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,200,"Number of samples in transaction : 4, number of failing samples : 0",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,true,,790,756,1,1,850,38,287
1528201843908,565,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,352,332,1,1,565,0,277
1528201844501,287,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,438,424,1,1,287,0,0
1528201843908,852,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,200,"Number of samples in transaction : 4, number of failing samples : 0",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,true,,790,756,1,1,852,37,277
1528202174967,562,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,352,332,1,1,562,0,278
1528202175559,288,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,true,,438,424,1,1,288,0,0
1528202174966,850,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,200,"Number of samples in transaction : 4, number of failing samples : 0",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,true,,790,756,1,1,850,41,278
1528202342555,554,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,false,javax.script.ScriptException: groovy.lang.MissingPropertyException: No such property: test for class: Script401,351,332,1,1,554,0,274
1528202343175,289,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,false,javax.script.ScriptException: groovy.lang.MissingPropertyException: No such property: jsonResponse for class: Script401,438,424,1,1,289,0,0
1528202342554,843,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,,"Number of samples in transaction : 4, number of failing samples : 2",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,false,,789,756,1,1,843,73,274
